time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1963-07-19T05:45:27.220Z,43.343,8.153,15,6.3,mw,,,,,iscgem,iscgem872748,2022-04-27T00:25:16.873Z,"58 km SSE of San Lorenzo al Mare, Italy",earthquake,,5.7,0.3,,reviewed,iscgem,iscgem
1963-07-19T05:46:05.200Z,43.344,8.278,15,6.1,mw,,,,,iscgem,iscgem872749,2022-04-27T00:25:18.787Z,"62 km SSE of San Lorenzo al Mare, Italy",earthquake,,10.3,0.2,,reviewed,iscgem,iscgem
1967-12-30T04:19:19.090Z,44.567,12.017,12.3,5.36,mw,,,,,iscgem,iscgem828911,2022-04-26T22:42:32.291Z,"2 km SSE of Longastrino, Italy",earthquake,,3.6,0.21,,reviewed,iscgem,iscgem
1968-01-15T02:01:07.580Z,37.745,12.997,15,6.07,mw,,,,,iscgem,iscgem827285,2022-04-26T22:39:55.208Z,"1 km SW of Salaparuta, Italy",earthquake,,7.8,0.25,,reviewed,iscgem,iscgem
1968-06-18T05:27:35.430Z,45.684,7.95,10,5.12,mw,,,,,iscgem,iscgem820618,2022-04-26T22:30:33.111Z,"0 km SSW of Piedicavallo, Italy",earthquake,,6.1,0.29,,reviewed,iscgem,iscgem
1969-10-26T15:36:52.940Z,44.813,17.339,15,6.1,mw,,,,,iscgem,iscgem803808,2022-04-26T21:55:17.088Z,"9 km ESE of Trn, Bosnia and Herzegovina",earthquake,,7.2,0.3,,reviewed,iscgem,iscgem
1969-10-27T08:10:58.360Z,44.854,17.253,15,6.1,mw,,,,,iscgem,iscgem803833,2022-04-26T21:55:19.899Z,"1 km ESE of Trn, Bosnia and Herzegovina",earthquake,,7.2,0.3,,reviewed,iscgem,iscgem
1969-10-27T08:53:41.070Z,44.893,17.109,10,5.16,mw,,,,,iscgem,iscgem803835,2022-04-26T21:55:25.301Z,"Bosnia and Herzegovina",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1969-12-31T13:18:32.730Z,44.808,17.153,15,5.16,mw,,,,,iscgem,iscgem801735,2022-04-26T21:52:04.986Z,"4 km NW of Banja Luka, Bosnia and Herzegovina",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1970-08-19T12:19:54.000Z,43.121,10.863,15,5.18,mw,,,,,iscgem,iscgem793017,2022-04-26T21:33:38.435Z,"2 km SSE of Monterotondo Marittimo, Italy",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1970-09-07T20:58:53.030Z,43.97,16.124,15,5.45,mw,,,,,iscgem,iscgem791807,2022-04-26T21:31:27.357Z,"9 km SW of Knin, Croatia",earthquake,,3.8,0.42,,reviewed,iscgem,iscgem
1970-10-02T00:31:47.670Z,35.532,6.119,15,5.14,mw,,,,,iscgem,iscgem790717,2022-04-26T21:30:06.479Z,"5 km WSW of Batna, Algeria",earthquake,,25,0.28,,reviewed,iscgem,iscgem
1970-12-01T01:02:43.900Z,36.836,9.868,15,5.14,mw,,,,,iscgem,iscgem788774,2022-04-26T21:25:49.546Z,"4 km NNE of El Battan, Tunisia",earthquake,,25,0.28,,reviewed,iscgem,iscgem
1971-05-06T03:45:12.930Z,41.088,15.301,15,5.16,mw,,,,,iscgem,iscgem784122,2022-04-26T21:15:08.838Z,"0 km S of Scampitella, Italy",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1971-07-15T01:33:26.450Z,44.791,10.376,20,5.21,mw,,,,,iscgem,iscgem782261,2022-04-26T21:10:57.073Z,"2 km NW of San Prospero, Italy",earthquake,,5.9,0.2,,reviewed,iscgem,iscgem
1972-10-25T21:56:06.630Z,44.507,9.841,15,5.31,mw,,,,,iscgem,iscgem768689,2022-04-26T20:38:59.365Z,"6 km ENE of Borgo Val di Taro, Italy",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1972-11-26T16:03:11.720Z,42.917,13.453,15,5.18,mw,,,,,iscgem,iscgem767750,2022-04-26T20:37:15.749Z,"2 km NNW of Palmiano, Italy",earthquake,,9.1,0.2,,reviewed,iscgem,iscgem
1973-04-13T08:12:15.400Z,39.09,16.961,45,4.7,mb,,,,,us,usp00001ct,2014-11-06T23:21:11.276Z,"3 km ESE of San Mauro Marchesato, Italy",earthquake,,,,,reviewed,us,us
1973-06-11T03:15:39.300Z,46.193,16.093,11,4.5,mb,,,,,us,usp000024m,2014-11-06T23:21:13.219Z,"3 km SSW of Ivanec, Croatia",earthquake,,,,,reviewed,us,us
1973-07-03T16:10:12.400Z,44.075,13.273,47,5.3,mb,,,,,us,usp00002hc,2014-11-06T23:21:14.086Z,"33 km NE of Fano, Italy",earthquake,,,,,reviewed,us,us
1973-08-08T14:36:11.000Z,40.822,15.389,33,4.7,mb,,,,,us,usp000031f,2014-11-06T23:21:17.589Z,"1 km SSW of Pescopagano, Italy",earthquake,,,,,reviewed,us,us
1973-12-20T17:44:25.800Z,38.794,14.822,272,5.1,mb,,,,,us,usp00004kh,2014-11-06T23:21:21.912Z,"24 km N of Malfa, Italy",earthquake,,,,,reviewed,us,us
1974-01-24T13:19:23.200Z,39.81,14.589,358,4.6,mb,,,,,us,usp000050v,2014-11-06T23:21:22.526Z,"58 km SW of Montecorice, Italy",earthquake,,,,,reviewed,us,us
1974-02-08T20:12:17.700Z,44.197,6.542,33,4.9,mb,,,,,us,usp0000583,2014-11-06T23:21:22.771Z,"19 km ENE of Le Brusquet, France",earthquake,,,,,reviewed,us,us
1974-03-28T21:32:35.300Z,37.145,14.987,33,4.6,mb,,,,,us,usp00005sq,2014-11-06T23:21:23.501Z,"4 km WSW of Sortino, Italy",earthquake,,,,,reviewed,us,us
1974-04-15T21:49:13.600Z,44.532,9.85,33,4.5,mb,,,,,us,usp00005zj,2014-11-06T23:21:23.750Z,"8 km NE of Borgo Val di Taro, Italy",earthquake,,,,,reviewed,us,us
1974-05-23T19:51:30.000Z,43.377,17.067,33,4.7,mb,,,,,us,usp00006fh,2020-07-10T20:12:28.202Z,"2 km SSE of Zagvozd, Croatia",earthquake,,,,,reviewed,us,us
1974-06-20T09:28:33.400Z,44.352,17.714,33,5.1,mb,,,,,us,usp00006tm,2022-04-27T18:20:20.631Z,"14 km NNE of Travnik, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1974-06-20T17:08:27.300Z,45.965,15.529,47,4.5,mb,,,,,us,usp00006tp,2020-08-25T23:46:50.316Z,"2 km ENE of Krško, Slovenia",earthquake,,,,,reviewed,us,us
1974-07-22T07:19:34.100Z,39.362,15.441,271,4.7,mb,,,,,us,usp000078t,2014-11-06T23:21:25.350Z,"43 km WSW of Cittadella del Capo, Italy",earthquake,,,,,reviewed,us,us
1974-09-29T23:34:57.300Z,35.088,9.605,33,4.5,mb,,,,,us,usp0000878,2014-11-06T23:21:26.610Z,"12 km ENE of Sidi Bouzid, Tunisia",earthquake,,,,,reviewed,us,us
1974-12-02T01:55:15.900Z,42.988,12.97,7,4.9,mb,,,,,us,usp00008z1,2020-08-26T00:02:10.665Z,"2 km WSW of Pie' del Sasso, Italy",earthquake,,,,,reviewed,us,us
1975-01-16T00:09:47.100Z,38.169,15.633,21,4.8,mb,,,,,us,usp00009he,2014-11-06T23:21:28.420Z,"5 km S of Villa San Giovanni, Italy",earthquake,,,,,reviewed,us,us
1975-04-04T09:10:53.400Z,44.13,11.047,33,4.6,mb,,,,,us,usp0000aft,2014-11-06T23:21:29.617Z,"3 km SSE of Castel di Casio, Italy",earthquake,,,,,reviewed,us,us
1975-06-12T19:27:06.500Z,37.452,14.435,30,4.5,mb,,,,,us,usp0000bg9,2014-11-06T23:21:30.689Z,"4 km NNW of Aidone, Italy",earthquake,,,,,reviewed,us,us
1975-06-19T10:11:13.600Z,41.696,15.766,16,5.1,mb,,,,,us,usp0000bnj,2022-04-27T17:43:02.411Z,"3 km ESE of San Giovanni Rotondo, Italy",earthquake,,,,,reviewed,us,us
1975-08-02T21:11:32.900Z,43.666,17.4,33,4.9,mb,,,,,us,usp0000ca7,2014-11-06T23:21:31.563Z,"15 km ESE of Tomislavgrad, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1975-08-10T20:55:52.100Z,38.674,15.559,211,4.5,mb,,,,,us,usp0000ce8,2014-11-06T23:21:31.644Z,"25 km W of San Nicolò, Italy",earthquake,,,,,reviewed,us,us
1975-11-16T13:04:24.400Z,44.726,9.587,19,4.9,mb,,,,,us,usp0000dm5,2022-04-27T17:28:06.555Z,"2 km NE of Farini, Italy",earthquake,,,,,reviewed,us,us
1975-12-27T04:31:50.500Z,44.528,11.863,34,4.9,mb,,,,,us,usp0000e3g,2020-08-26T00:44:12.087Z,"3 km ENE of Conselice, Italy",earthquake,,,,,reviewed,us,us
1976-01-03T17:40:16.800Z,45.605,13.114,47,4.7,mb,,,,,us,usp0000e9d,2014-11-06T23:21:33.383Z,"6 km ESE of Bibione, Italy",earthquake,,,,,reviewed,us,us
1976-02-22T16:15:17.000Z,44.153,15.718,33,5.2,mb,,,,,us,usp0000f5x,2014-11-06T23:21:34.164Z,"6 km SSE of Obrovac, Croatia",earthquake,,,,,reviewed,us,us
1976-02-27T09:58:47.900Z,45.75,12.943,33,5.2,mb,,,,,us,usp0000f88,2014-11-06T23:21:34.223Z,"2 km NW of Lugugnana, Italy",earthquake,,,,,reviewed,us,us
1976-03-05T12:47:06.600Z,43.653,12.39,33,5.3,mb,,,,,us,usp0000faw,2014-11-06T23:21:34.280Z,"2 km WSW of Sant'Angelo in Vado, Italy",earthquake,,,,,reviewed,us,us
1976-03-07T18:09:31.700Z,44.605,9.622,33,4.7,mb,,,,,us,usp0000fbp,2014-11-06T23:21:34.297Z,"8 km WSW of Bardi, Italy",earthquake,,,,,reviewed,us,us
1976-04-06T09:09:00.100Z,38.826,16.136,141,4.5,mb,,,,,us,usp0000fsj,2014-11-06T23:21:34.738Z,"9 km NNW of Pizzo, Italy",earthquake,,,,,reviewed,us,us
1976-04-21T20:00:18.900Z,43.403,17.49,32,5.5,mb,,,,,us,usp0000fzw,2020-08-26T00:58:09.488Z,"1 km NNE of Ko?erin, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1976-05-06T19:59:06.700Z,46.201,13.262,33,4.5,mb,,,,,us,usp0000g5u,2014-11-06T23:21:35.019Z,"0 km SW of Nimis, Italy",earthquake,,,,,reviewed,us,us
1976-05-06T20:00:11.600Z,46.356,13.275,9,6.5,ms,,,,,us,usp0000g5v,2022-04-27T17:05:47.888Z,"3 km SW of Prato, Italy",earthquake,,,,,reviewed,us,us
1976-05-06T21:07:42.100Z,46.22,13.062,33,4.6,mb,,,,,us,usp0000g5y,2014-11-06T23:21:35.021Z,"3 km N of Majano, Italy",earthquake,,,,,reviewed,us,us
1976-05-07T00:23:50.400Z,46.165,13.312,33,4.7,mb,,,,,us,usp0000g69,2014-11-06T23:21:35.027Z,"2 km S of Attimis, Italy",earthquake,,,,,reviewed,us,us
1976-05-07T09:41:19.000Z,46.35,12.945,33,5.9,mb,,,,,us,usp0000g6r,2020-08-26T00:59:03.160Z,"5 km SW of Chiaulis, Italy",earthquake,,,,,reviewed,us,us
1976-05-09T00:53:44.000Z,46.241,13.315,14,5.1,mb,,,,,us,usp0000g7v,2022-04-27T17:06:08.207Z,"2 km WSW of Taipana, Italy",earthquake,,,,,reviewed,us,us
1976-05-11T09:57:32.400Z,46.507,12.897,15,4.7,mb,,,,,us,usp0000g9c,2014-11-06T23:21:35.131Z,"2 km ESE of Comeglians, Italy",earthquake,,,,,reviewed,us,us
1976-05-11T22:18:09.300Z,46.613,12.915,33,4.6,mb,,,,,us,usp0000g9s,2014-11-06T23:21:35.140Z,"8 km NE of Rigolato, Italy",earthquake,,,,,reviewed,us,us
1976-05-11T22:44:00.200Z,46.27,12.986,11,5.2,mb,,,,,us,usp0000g9t,2022-04-27T17:06:57.222Z,"4 km NNE of Anduins, Italy",earthquake,,,,,reviewed,us,us
1976-05-11T23:36:46.900Z,46.357,12.844,33,5,mb,,,,,us,usp0000g9v,2014-11-06T23:21:35.142Z,"4 km SSW of Preone, Italy",earthquake,,,,,reviewed,us,us
1976-05-13T13:04:51.000Z,46.151,13.088,33,4.8,mb,,,,,us,usp0000gat,2014-11-06T23:21:35.257Z,"2 km WSW of Colloredo di Monte Albano-Lauzzana, Italy",earthquake,,,,,reviewed,us,us
1976-05-15T04:26:16.500Z,46.205,13.304,33,5.3,mb,,,,,us,usp0000gbj,2014-11-06T23:21:35.279Z,"1 km NNW of Attimis, Italy",earthquake,,,,,reviewed,us,us
1976-05-15T08:40:21.100Z,46.319,12.761,33,4.8,mb,,,,,us,usp0000gbs,2014-11-06T23:21:35.284Z,"2 km WNW of Tramonti di Sopra, Italy",earthquake,,,,,reviewed,us,us
1976-05-17T16:13:17.900Z,46.234,13,34,5.1,mb,,,,,us,usp0000gcs,2014-11-06T23:21:35.306Z,"2 km NE of Forgaria nel Friuli, Italy",earthquake,,,,,reviewed,us,us
1976-05-18T01:30:10.100Z,46.212,13.029,33,5.2,mb,,,,,us,usp0000gcz,2014-11-06T23:21:35.311Z,"3 km NW of Majano, Italy",earthquake,,,,,reviewed,us,us
1976-05-18T02:39:39.100Z,46.038,13.227,33,4.9,mb,,,,,us,usp0000gd1,2014-11-06T23:21:35.312Z,"1 km NNE of Basaldella, Italy",earthquake,,,,,reviewed,us,us
1976-05-23T00:51:12.600Z,46.272,13.135,33,5.1,mb,,,,,us,usp0000gg1,2014-11-06T23:21:35.379Z,"1 km ESE of Gemona, Italy",earthquake,,,,,reviewed,us,us
1976-06-01T17:21:11.100Z,46.198,12.776,33,5.2,mb,,,,,us,usp0000gpn,2014-11-06T23:21:35.522Z,"0 km NE of Cavasso Nuovo, Italy",earthquake,,,,,reviewed,us,us
1976-06-17T14:28:49.200Z,46.162,12.864,24,6.1,mb,,,,,us,usp0000gxk,2022-04-27T17:02:06.014Z,"1 km WNW of Lestans, Italy",earthquake,,,,,reviewed,us,us
1976-07-10T04:11:25.400Z,46.229,13.165,33,4.9,mb,,,,,us,usp0000h8h,2020-08-26T01:03:52.112Z,"1 km SE of Artegna, Italy",earthquake,,,,,reviewed,us,us
1976-07-14T05:39:35.000Z,46.24,13.273,33,4.6,mb,,,,,us,usp0000hbf,2014-11-06T23:21:36.206Z,"3 km N of Nimis, Italy",earthquake,,,,,reviewed,us,us
1976-07-15T12:58:51.000Z,46.202,13.213,33,5.1,mb,,,,,us,usp0000hc4,2014-11-06T23:21:36.224Z,"1 km S of Tarcento, Italy",earthquake,,,,,reviewed,us,us
1976-07-17T09:13:37.300Z,46.767,9.645,64,4.8,mb,,,,,us,usp0000hd1,2020-08-26T01:05:23.847Z,"2 km WSW of Arosa, Switzerland",earthquake,,,,,reviewed,us,us
1976-07-31T14:46:55.900Z,46.276,13.285,33,4.9,mb,,,,,us,usp0000hns,2014-11-06T23:21:36.464Z,"1 km E of Lusevera, Italy",earthquake,,,,,reviewed,us,us
1976-08-18T05:58:51.200Z,46.209,13.183,33,4.9,mb,,,,,us,usp0000hxa,2014-11-06T23:21:36.786Z,"1 km SSW of Magnano in Riviera, Italy",earthquake,,,,,reviewed,us,us
1976-08-22T02:49:16.500Z,44.604,9.631,33,4.8,mb,,,,,us,usp0000hzz,2014-11-06T23:21:36.855Z,"8 km WSW of Bardi, Italy",earthquake,,,,,reviewed,us,us
1976-09-06T19:28:13.700Z,46.244,13.028,5,5.2,mb,,,,,us,usp0000j8t,2014-11-06T23:21:37.075Z,"4 km WSW of Osoppo, Italy",earthquake,,,,,reviewed,us,us
1976-09-11T16:31:12.000Z,46.28,13.157,16,5.5,ms,,,,,us,usp0000jbc,2022-04-27T16:52:49.405Z,"2 km ENE of Gemona, Italy",earthquake,,,,,reviewed,us,us
1976-09-11T16:35:03.300Z,46.299,13.203,20,5.4,ms,,,,,us,usp0000jbd,2022-04-27T15:44:08.293Z,"5 km NNE of Isola, Italy",earthquake,,,,,reviewed,us,us
1976-09-11T16:48:55.900Z,46.227,13.198,10,5.1,mb,,,,,us,usp0000jbe,2014-11-06T23:21:37.144Z,"0 km NNE of Magnano in Riviera, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T03:15:19.900Z,46.302,13.197,10,6,ms,,,,,us,usp0000jdj,2022-04-27T16:52:55.288Z,"5 km NNE of Isola, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T04:38:53.300Z,46.31,13.144,10,4.9,mb,,,,,us,usp0000jdp,2022-04-27T16:52:56.756Z,"2 km S of Venzone, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T04:58:42.500Z,46.295,13.112,8,4.5,mb,,,,,us,usp0000jdq,2014-11-06T23:21:37.204Z,"2 km SSE of Bordano, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T09:21:19.100Z,46.322,13.132,17,5.9,ms,,,,,us,usp0000jdt,2022-04-27T16:53:03.532Z,"1 km SSW of Venzone, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T11:11:10.800Z,46.326,13.177,10,4.9,ms,,,,,us,usp0000jdy,2022-04-27T16:53:08.848Z,"3 km E of Venzone, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T22:35:40.800Z,46.638,13.831,33,4.8,mb,,,,,us,usp0000jej,2014-11-06T23:21:37.225Z,"1 km NNE of Untere Fellach, Austria",earthquake,,,,,reviewed,us,us
1976-09-17T01:23:55.900Z,37.994,14.659,45,4.9,mb,,,,,us,usp0000jf7,2014-11-06T23:21:37.266Z,"4 km SW of Alcara Li Fusi, Italy",earthquake,,,,,reviewed,us,us
1976-09-17T09:17:54.500Z,46.417,13.366,10,4.9,mb,,,,,us,usp0000jff,2014-11-06T23:21:37.272Z,"4 km ENE of Chiusaforte, Italy",earthquake,,,,,reviewed,us,us
1976-09-21T15:01:50.600Z,38.838,14.702,302,4.9,mb,,,,,us,usp0000jhs,2014-11-06T23:21:37.427Z,"31 km NNW of Malfa, Italy",earthquake,,,,,reviewed,us,us
1976-10-08T08:00:43.100Z,45.639,9.777,33,4.9,mb,,,,,us,usp0000jtb,2014-11-06T23:21:37.659Z,"1 km NNE of Cavernago, Italy",earthquake,,,,,reviewed,us,us
1976-11-23T07:30:27.100Z,46.273,13.083,33,5.7,mb,,,,,us,usp0000kek,2020-08-26T01:16:27.441Z,"1 km SSE of Trasaghis, Italy",earthquake,,,,,reviewed,us,us
1976-11-25T04:11:27.400Z,42.828,17.185,33,4.8,mb,,,,,us,usp0000kfh,2014-11-06T23:21:38.357Z,"10 km S of Lumbarda, Croatia",earthquake,,,,,reviewed,us,us
1977-01-13T09:19:06.100Z,43.546,17.101,20,5.3,mb,,,,,us,usp0000m5j,2022-04-27T16:39:56.713Z,"10 km NW of Grabovci, Croatia",earthquake,,,,,reviewed,us,us
1977-01-19T20:46:53.300Z,36.585,8.493,22,5.1,mb,,,,,us,usp0000m8w,2022-04-27T16:40:56.082Z,"13 km NNW of Wadi Maliz, Tunisia",earthquake,,,,,reviewed,us,us
1977-02-09T13:55:02.000Z,36.615,8.37,33,4.9,mb,,,,,us,usp0000mgw,2014-11-06T23:21:39.812Z,"17 km SSE of El Tarf, Algeria",earthquake,,,,,reviewed,us,us
1977-03-25T20:41:11.400Z,43.598,12.122,35,4.7,mb,,,,,us,usp0000n45,2014-11-06T23:21:40.465Z,"3 km NNW of Sansepolcro, Italy",earthquake,,,,,reviewed,us,us
1977-03-29T01:17:37.100Z,41.727,16.401,10,4.7,ml,,,,,us,usp0000n5v,2014-11-06T23:21:40.535Z,"25 km SE of Vieste, Italy",earthquake,,,,,reviewed,us,tri
1977-04-03T03:18:15.700Z,46.239,13.147,33,4.7,ml,,,,,us,usp0000n8a,2014-11-06T23:21:40.635Z,"0 km W of Artegna, Italy",earthquake,,,,,reviewed,us,rom
1977-04-20T00:31:53.800Z,44.92,17.386,33,4.6,mb,,,,,us,usp0000nfv,2022-04-27T16:29:29.089Z,"4 km SE of Maglajani, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1977-04-22T13:06:06.300Z,43.947,8.673,41,4.8,mb,,,,,us,usp0000njs,2014-11-06T23:21:41.331Z,"35 km SE of Noli, Italy",earthquake,,,,,reviewed,us,us
1977-05-14T03:39:22.100Z,43.145,16.025,47,4.7,mb,,,,,us,usp0000nvw,2020-08-26T01:28:53.992Z,"12 km NNW of Komiža, Croatia",earthquake,,,,,reviewed,us,us
1977-06-05T13:59:21.700Z,37.88,14.458,8,4.9,mb,,,,,us,usp0000p5n,2020-08-26T01:30:16.881Z,"4 km NNW of Capizzi, Italy",earthquake,,,,,reviewed,us,us
1977-06-18T11:54:15.800Z,46.168,13.057,33,4.7,mb,,,,,us,usp0000pbx,2014-11-06T23:21:42.581Z,"2 km S of Majano, Italy",earthquake,,,,,reviewed,us,us
1977-06-27T12:33:36.900Z,44.292,11.555,33,4.5,ml,,,,,us,usp0000pgk,2014-11-06T23:21:42.741Z,"3 km WNW of Borgo Tossignano, Italy",earthquake,,,,,reviewed,us,tri
1977-06-28T07:12:49.300Z,38.63,14.712,261,5.3,mb,,,,,us,usp0000ph5,2016-11-09T22:51:46.221Z,"12 km WNW of Malfa, Italy",earthquake,,,,,reviewed,us,us
1977-06-30T19:28:37.200Z,38.572,11.984,33,4.6,mb,,,,,us,usp0000pjg,2014-11-06T23:21:42.797Z,"77 km NNW of Favignana, Italy",earthquake,,,,,reviewed,us,us
1977-07-03T12:13:27.500Z,44.77,6.672,33,4.7,mb,,,,,us,usp0000pke,2014-11-06T23:21:42.833Z,"9 km SE of Saint-Martin-de-Queyrières, France",earthquake,,,,,reviewed,us,us
1977-07-16T13:13:29.600Z,46.29,14.293,6,4.6,mb,,,,,us,usp0000prk,2021-10-20T18:03:49.726Z,"2 km NW of Naklo, Slovenia",earthquake,,,,,reviewed,us,us
1977-08-15T21:10:32.500Z,38.849,16.978,54,5,mb,,,,,us,usp0000q42,2022-04-27T16:14:04.888Z,"7 km SSW of Le Castella, Italy",earthquake,,,,,reviewed,us,us
1977-08-28T09:45:14.500Z,38.21,8.209,10,5.1,mb,,,,,us,usp0000qc7,2016-11-09T23:21:08.362Z,"96 km SSW of Sant'Anna Arresi, Italy",earthquake,,,,,reviewed,us,us
1977-09-16T23:48:08.400Z,46.27,12.971,25,5.1,ms,,,,,us,usp0000qpe,2022-04-27T16:12:28.833Z,"4 km NNE of Anduins, Italy",earthquake,,,,,reviewed,us,us
1977-09-18T21:38:47.600Z,46.137,13.086,33,4.5,mb,,,,,us,usp0000qqa,2014-11-06T23:21:44.256Z,"3 km N of Fagagna, Italy",earthquake,,,,,reviewed,us,us
1977-12-14T01:47:26.800Z,45.389,12.703,33,4.7,mb,,,,,us,usp0000s24,2014-11-06T23:21:45.949Z,"13 km SSE of Lido di Jesolo, Italy",earthquake,,,,,reviewed,us,us
1977-12-20T20:04:16.300Z,38.551,15.622,193,4.7,mb,,,,,us,usp0000s5t,2014-11-06T23:21:46.048Z,"22 km WSW of San Nicolò, Italy",earthquake,,,,,reviewed,us,us
1977-12-25T02:11:11.300Z,40.408,12.937,482,4.5,mb,,,,,us,usp0000s7p,2014-11-06T23:21:46.105Z,"54 km S of Ponza, Italy",earthquake,,,,,reviewed,us,us
1977-12-30T17:35:08.900Z,40,15.419,283,5.6,mb,,,,,us,usp0000s9z,2022-04-27T16:03:08.681Z,"4 km E of Marina di Camerota, Italy",earthquake,,,,,reviewed,us,us
1978-01-02T18:05:20.100Z,42.692,16.167,33,4.9,ml,,,,,us,usp0000sb9,2014-11-06T23:21:46.219Z,"39 km S of Komiža, Croatia",earthquake,,,,,reviewed,us,tri
1978-02-08T04:10:31.800Z,41.111,14.889,95,5,mb,,,,,us,usp0000svj,2014-11-06T23:21:46.911Z,"3 km WSW of Apice Vecchio, Italy",earthquake,,,,,reviewed,us,us
1978-02-16T00:26:33.700Z,43.928,16.915,33,5.1,mb,,,,,us,usp0000szw,2014-11-06T23:21:47.079Z,"13 km NNW of Livno, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1978-02-23T09:49:22.800Z,46.528,9.772,10,4.5,ml,,,,,us,usp0000t3u,2014-11-06T23:21:47.331Z,"6 km WNW of St. Moritz, Switzerland",earthquake,,,,,reviewed,us,grf
1978-02-23T19:47:43.700Z,37.937,15.799,10,4.5,mb,,,,,us,usp0000t42,2014-11-06T23:21:47.339Z,"3 km ENE of Roghudi, Italy",earthquake,,,,,reviewed,us,us
1978-03-11T19:20:49.100Z,38.104,16.031,33,5.6,mb,,,,,us,usp0000tbq,2022-04-27T15:49:34.586Z,"4 km NW of Samo, Italy",earthquake,,,,,reviewed,us,us
1978-03-16T06:08:40.800Z,43.13,17.819,33,4.6,ml,,,,,us,usp0000te5,2014-11-06T23:21:47.664Z,"3 km W of Crni?i, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,tri
1978-03-16T23:11:06.300Z,36.596,7.383,33,4.7,mb,,,,,us,usp0000tej,2014-11-06T23:21:47.677Z,"11 km NNW of Héliopolis, Algeria",earthquake,,,,,reviewed,us,us
1978-04-15T23:33:47.200Z,38.391,15.066,14,5.7,ms,,,,,us,usp0000u4g,2022-04-27T15:46:44.193Z,"12 km SE of Lipari, Italy",earthquake,,,,,reviewed,us,us
1978-04-25T03:34:50.900Z,44.061,11.013,10,4.9,mb,,,,,us,usp0000u8q,2014-11-06T23:21:48.721Z,"4 km SSE of Sambuca Pistoiese, Italy",earthquake,,,,,reviewed,us,us
1978-05-11T02:46:58.200Z,38.311,15.063,11,4.5,mb,,,,,us,usp0000ug6,2014-11-06T23:21:49.069Z,"18 km WNW of Milazzo, Italy",earthquake,,,,,reviewed,us,us
1978-07-30T05:19:24.300Z,42.649,12.462,10,4.7,mb,,,,,us,usp0000vuz,2022-04-27T15:34:28.583Z,"2 km W of Montecastrilli, Italy",earthquake,,,,,reviewed,us,us
1978-10-22T08:40:00.000Z,43.617,13.401,33,4.9,mb,,,,,us,usp0000x3a,2014-11-06T23:21:53.005Z,"0 km S of Falconara Marittima, Italy",earthquake,,,,,reviewed,us,us
1978-12-12T15:14:48.400Z,46.306,12.707,10,4.5,mb,,,,,us,usp0000xwp,2014-11-06T23:21:54.893Z,"6 km W of Tramonti di Sopra, Italy",earthquake,,,,,reviewed,us,us
1978-12-21T03:01:59.200Z,43.62,10.514,10,4.6,mb,,,,,us,usp0000y0t,2014-11-06T23:21:55.101Z,"2 km NW of Cenaia, Italy",earthquake,,,,,reviewed,us,us
1978-12-27T17:46:10.400Z,41.108,13.582,390,5.6,mb,,,,,us,usp0000y56,2022-04-27T15:20:31.696Z,"11 km S of Gaeta, Italy",earthquake,,,,,reviewed,us,us
1979-01-16T19:27:10.100Z,38.262,15.005,11,5.5,ms,,,,,us,usp0000yf9,2020-08-26T20:11:40.184Z,"11 km NNE of San Giorgio, Italy",earthquake,,,,,reviewed,us,us
1979-01-20T13:49:59.000Z,38.67,12.86,9,5.2,mb,,,,,us,usp0000yh4,2014-11-06T23:21:55.914Z,"29 km W of Ustica, Italy",earthquake,,,,,reviewed,us,us
1979-02-09T14:44:16.800Z,45.649,9.453,33,4.5,mb,,,,,us,usp0000yrw,2014-11-06T23:21:56.825Z,"2 km ENE of Sulbiate, Italy",earthquake,,,,,reviewed,us,us
1979-03-16T10:46:28.000Z,42.924,12.782,33,5.1,mb,,,,,us,usp0000ze4,2014-11-06T23:21:58.528Z,"5 km NNE of Trevi, Italy",earthquake,,,,,reviewed,us,us
1979-03-22T19:32:44.700Z,38.809,15.852,114,4.7,mb,,,,,us,usp0000zkt,2014-11-06T23:21:58.939Z,"15 km NNW of Parghelia, Italy",earthquake,,,,,reviewed,us,us
